ИНДЕКС;SET;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование НИЗ;Доп. описание;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;Столбец1;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;Статус;Дата доставки;Упаковочный;Ящик;поз.;Вес;Длина;Ширина;Высота;
122;1;R3.1.034;621.1.42;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Уплотнение;;PB0000006309;MBA__HA005G018;шт.;10;10; € 105,92 ; € 1 059,18 ; € 125,00 ; € 1 250,00 ; Доставлено ;06.07.2022;2078174;5000030675;37;570;1550;1220;1000;
123;1;R3.1.035;621.1.43;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Уплотнение;;PB0000006165;MBA__HA005G020;шт.;55;55; € 113,04 ; € 6 216,98 ; € 133,40 ; € 7 337,00 ; Доставлено ;06.07.2022;2078174;5000030675;38;570;1550;1220;1000;
124;1;R3.1.036;621.1.44;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Уплотнение;;PB0000006303;MBA__HA005G021;шт.;55;55; € 78,46 ; € 4 315,53 ; € 92,60 ; € 5 093,00 ; Доставлено ;06.07.2022;2078174;5000030675;39;570;1550;1220;1000;
125;1;R3.1.037;621.1.45;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Штифт цилиндрический;;PB0000006264;MBA__HA005G801;шт.;55;55; € 14,15 ; € 778,29 ; € 16,70 ; € 918,50 ; Доставлено ;06.07.2022;2078174;5000030675;40;570;1550;1220;1000;
126;1;R3.1.038;621.1.46;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Штифт цилиндрический;;PB0000006265;MBA__HA005G802;шт.;10;10; € 14,15 ; € 141,51 ; € 16,70 ; € 167,00 ; Доставлено ;06.07.2022;2078174;5000030675;41;570;1550;1220;1000;
127;1;R3.1.039;621.1.47;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Шайба стопорная;;PB0000006155;MBA__HA005G023;шт.;55;55; € 9,86 ; € 542,47 ; € 11,64 ; € 640,20 ; Доставлено ;06.07.2022;2078174;5000030675;42;570;1550;1220;1000;
128;1;R3.1.040;621.1.48;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Уплотнение;;PB0000006310;MBA__HA005G025;шт.;10;10; € 87,62 ; € 876,16 ; € 103,40 ; € 1 034,00 ; Доставлено ;06.07.2022;2078174;5000030675;43;570;1550;1220;1000;
129;1;R3.1.041;621.1.49;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Штифт цилиндрический;;PB0000001023;MBA__HA005G026;шт.;1;1; € 26,50 ; € 26,50 ; € 31,28 ; € 31,28 ; Доставлено ;06.07.2022;2078174;5000030675;44;570;1550;1220;1000;
130;1;R3.1.042;621.1.50;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Уплотнение;;PB0000006173;MBA__HA005G028;шт.;46;46; € 43,81 ; € 2 015,16 ; € 51,70 ; € 2 378,20 ; Доставлено ;06.07.2022;2078174;5000030675;45;570;1550;1220;1000;
131;1;R3.1.043;621.1.51;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Штифт цилиндрический;;PB0000006336;MBA__HA005G042;шт.;10;10; € 17,79 ; € 177,94 ; € 21,00 ; € 210,00 ; Доставлено ;06.07.2022;2078174;5000030675;46;570;1550;1220;1000;
132;1;R3.1.044;621.1.52;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Шпилька;;PB0000006108;MBA__HA005G043;шт.;10;10; € 15,05 ; € 150,49 ; € 17,76 ; € 177,60 ; Доставлено ;06.07.2022;2078174;5000030675;47;570;1550;1220;1000;
133;1;R3.1.045;621.1.53;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Конус листовой, разъёмный;;PB0000006386;MBA__HA005G047;шт.;1;1; € 3 863,05 ; € 3 863,05 ; € 4 559,00 ; € 4 559,00 ; Доставлено ;06.07.2022;2078174;5000030675;48;570;1550;1220;1000;
134;1;R3.1.046;621.1.54;Ансальдо (Х/621/2021);Малые детали;Крепеж направляющего аппарата турбины;Штифт цилиндрический;;PB0000006105;MBA__HA005G048;шт.;10;10; € 8,49 ; € 84,90 ; € 10,02 ; € 100,20 ; Доставлено ;06.07.2022;2078174;5000030675;49;570;1550;1220;1000;
135;1;R3.1.047;623.1.14;Ансальдо (Х/623/2021);Малые детали;Крепёж рабочих лопаток 1-й - 6-й ступеней компрессора;Пластина стопорная;MBA**HB011G104;PB0000013042;MBA__HB011G103;шт.;29;29; € 26,72 ; € 774,79 ; € 31,53 ; € 914,37 ; Доставлено ;15.07.2022;2078585;5000031013;1;58;800;600;700;
136;1;R3.1.048;623.1.15;Ансальдо (Х/623/2021);Малые детали;Крепёж рабочих лопаток 1-й - 6-й ступеней компрессора;Пластина стопорная;MBA**HB012G104;PB0000013045;MBA__HB012G103;шт.;33;33; € 26,72 ; € 881,65 ; € 31,53 ; € 1 040,49 ; Доставлено ;15.07.2022;2078585;5000031013;2;58;800;600;700;
137;1;R3.1.049;623.1.20;Ансальдо (Х/623/2021);Малые детали;Крепёж лопаток ВНА;Втулка;;PB0000000666;MBA__HA091G026;шт.;36;36; € 16,63 ; € 598,80 ; € 19,63 ; € 706,68 ; Доставлено ;15.07.2022;2078585;5000031013;7;58;800;600;700;
138;0,5;R3.1.050;623.1.21;Ансальдо (Х/623/2021);Малые детали;Крепёж лопаток ВНА;Втулка;;PB0000000667;MBA__HA091G027;шт.;36;36; € 23,30 ; € 838,87 ; € 27,50 ; € 990,00 ; Доставлено ;15.07.2022;2078585;5000031013;8;58;800;600;700;
138;0,5;R3.1.050;623.1.21;Ансальдо (Х/623/2021);Малые детали;Крепёж лопаток ВНА;WRAPPED BUSH WITH DIMENSIONS (MM) D=60,;0,147 KG EACH (дублирование?);;MBA__HA091G020;шт.;36;; € -   ; € -   ; € -   ; € -   ; Доставлено ;15.07.2022;2078585;5000031013;10;58;800;600;700;
139;1;R3.1.051;623.1.22;Ансальдо (Х/623/2021);Малые детали;Крепёж лопаток ВНА;Кольцо уплотнительное;;PB0000251718;MBA__HA091G028;шт.;36;36; € 21,18 ; € 762,61 ; € 25,00 ; € 900,00 ; Доставлено ;15.07.2022;2078585;5000031013;9;58;800;600;700;
140;1;R3.1.052;623.1.23;Ансальдо (Х/623/2021);Малые детали;Крепёж лопаток ВНА;Втулка;;PB0000000665;MBA__HA091G030;шт.;36;36; € 2,30 ; € 82,97 ; € 2,72 ; € 97,92 ; Доставлено ;15.07.2022;2078585;5000031013;11;58;800;600;700;
141;1;R3.1.053;624.1.02;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Трубка отбора давления;в сборе с пламенной трубой;PB0000254350;;шт.;2;0; € 55,08 ; € 110,15 ; € 65,00 ; € 130,00 ;;;;;;;;;;
142;1;R3.1.054;624.1.03;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Трубка отбора давления (приварная часть);отдельно, не приварена;PB0000282658;;шт.;2;0; € 57,62 ; € 115,24 ; € 68,00 ; € 136,00 ;;;;;;;;;;
143;1;R3.1.055;624.1.04;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Резьбовое соединение трубки отбора давления;отдельно, не приварена;PB0000137072;;шт.;2;2; € 16,82 ; € 33,64 ; € 19,85 ; € 39,70 ; Доставлено ;11.07.2022;2078441;5000030793;27;2138;2660;1150;1300;
144;1;R3.1.056;624.1.05;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Шайба для резьбового соединения трубки отбора давления;;PB0000001517;;шт.;2;2; € 16,82 ; € 33,64 ; € 19,85 ; € 39,70 ; Доставлено ;11.07.2022;2078441;5000030793;28;2138;2660;1150;1300;
145;1;R3.1.057;624.1.06;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Планка (для F-кольца);отдельно, не приварена;PB0000000331;;шт.;16;16; € 33,89 ; € 542,30 ; € 40,00 ; € 640,00 ; Доставлено ;11.07.2022;2078441;5000030793;29;2138;2660;1150;1300;
146;1;R3.1.058;624.1.07;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Планка (для F-кольца);отдельно, не приварена;PB0000000332;;шт.;16;16; € 33,89 ; € 542,30 ; € 40,00 ; € 640,00 ; Доставлено ;11.07.2022;2078441;5000030793;30;2138;2660;1150;1300;
147;1;R3.1.059;624.1.08;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Держатель трубки отбора давления;в сборе с пламенной трубой;PB0000026179;;шт.;2;2; € 8 473,46 ; € 16 946,91 ; € 10 000,00 ; € 20 000,00 ; Доставлено ;11.07.2022;2078441;5000030793;31;2138;2660;1150;1300;
148;1;R3.1.060;624.1.09;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Держатель трубки отбора давления;в сборе с пламенной трубой;PB0000001346;;шт.;2;2; € 8 473,46 ; € 16 946,91 ; € 10 000,00 ; € 20 000,00 ; Доставлено ;11.07.2022;2078441;5000030793;32;2138;2660;1150;1300;
149;1;R3.1.061;624.1.10;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Патрубок под датчик пламени;отдельно, не приварена;PB0000006078;;шт.;2;0; € 55,08 ; € 110,15 ; € 65,00 ; € 130,00 ;;;;;;;;;;
150;1;R3.1.062;624.1.11;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Патрубок под датчик пламени;отдельно, не приварена;PB0000043869;;шт.;2;0; € 57,62 ; € 115,24 ; € 68,00 ; € 136,00 ;;;;;;;;;;
151;1;R3.1.063;624.1.12;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для пламенных труб;Направляющая, нижняя;отдельно, не приварена;PB0000001348;;шт.;4;4; € 296,57 ; € 1 186,28 ; € 350,00 ; € 1 400,00 ; Доставлено ;11.07.2022;2078441;5000030793;33;2138;2660;1150;1300;
152;1;R3.1.064;624.1.16;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для вставок горелок;Шайба;;PB0000002239;MBM__HA005G006;шт.;48;48; € 12,71 ; € 610,09 ; € 15,00 ; € 720,00 ; Доставлено ;11.07.2022;2078441;5000030793;19;2138;2660;1150;1300;
153;1;R3.1.065;624.1.17;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для вставок горелок;Гайка корончатая;;PB0000000357;MBM__HA005G007;шт.;48;48; € 1,19 ; € 56,94 ; € 1,40 ; € 67,20 ; Доставлено ;11.07.2022;2078441;5000030793;20;2138;2660;1150;1300;
154;1;R3.1.066;624.1.18;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для вставок горелок;Шплинт;;PB0000000358;MBM__HA005G008;шт.;60;60; € 1,27 ; € 76,26 ; € 1,50 ; € 90,00 ; Доставлено ;11.07.2022;2078441;5000030793;21;2138;2660;1150;1300;
155;1;R3.1.067;624.1.20;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Болт;;PB0000025514;MBM__HA005G010;шт.;2;2; € 1 029,52 ; € 2 059,05 ; € 1 215,00 ; € 2 430,00 ; Доставлено ;11.07.2022;2078586;5000031012;5;1134;1650;1520;880;
156;1;R3.1.068;624.1.21;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Шайба;;PB0000000211;MBM__HA005G011;шт.;4;4; € 12,71 ; € 50,84 ; € 15,00 ; € 60,00 ; Доставлено ;11.07.2022;2078441;5000030793;22;2138;2660;1150;1300;
157;1;R3.1.069;624.1.22;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Гайка корончатая;;PB0000025497;MBM__HA005G012;шт.;2;2; € 74,14 ; € 148,29 ; € 87,50 ; € 175,00 ; Доставлено ;11.07.2022;2078441;5000030793;23;2138;2660;1150;1300;
158;1;R3.1.070;624.1.23;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Шплинт;;PB0000000540;MBM__HA005G013;шт.;4;4; € 0,17 ; € 0,68 ; € 0,20 ; € 0,80 ; Доставлено ;11.07.2022;2078441;5000030793;24;2138;2660;1150;1300;
159;1;R3.1.071;624.1.24;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Планка;;PB0000000713;MBM__HA005G014;шт.;16;16; € 33,64 ; € 538,23 ; € 39,70 ; € 635,20 ; Доставлено ;11.07.2022;2078586;5000031012;6;1134;1650;1520;880;
160;1;R3.1.072;624.1.25;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Палец;;PB0000006255;MBM__HA005G015;шт.;16;16; € 1 029,52 ; € 16 472,40 ; € 1 215,00 ; € 19 440,00 ; Доставлено ;11.07.2022;2078441;5000030793;25;2138;2660;1150;1300;
161;1;R3.1.073;624.1.27;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Планка;;PB0000000712;MBM__HA005G017;шт.;16;16; € 33,89 ; € 542,30 ; € 40,00 ; € 640,00 ; Доставлено ;11.07.2022;2078586;5000031012;8;1134;1650;1520;880;
162;1;R3.1.074;624.1.28;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Держатель;;PB0000032306;MBM__HA005G023;шт.;144;0; € 16,95 ; € 2 440,36 ; € 20,00 ; € 2 880,00 ;;;;;;;;;;
163;1;R3.1.075;624.1.29;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Болт;;PB0000016406;MBM__HA005G024;шт.;144;0; € 11,02 ; € 1 586,23 ; € 13,00 ; € 1 872,00 ;;;;;;;;;;
164;1;R3.1.076;624.1.30;Ансальдо (Х/624/2021);Малые детали;Монтажные детали для сегментов днища;Прокладка;;PB0000032375;MBM__HA005G026;шт.;96;0; € 16,95 ; € 1 626,90 ; € 20,00 ; € 1 920,00 ; Доставлено ;11.07.2022;2078586;5000031012;9;1134;1650;1520;880;
