ИНДЕКС;УН;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование ВЕРХ;Наименование НИЗ;Доп. описание;Аналог / гост / чертеж / альт. договор;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;СКЛАД;ДЕФИЦИТ;АКЗЧ;ДЕФ с уч. АКЗЧ;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;НАЛИЧИЕ НА СКЛАДЕ;Статус;ПРИОРИТЕТ ЗАКУПКИ;Дата доставки;Упаковочный;Столбец2;Ящик;Вес;Длина;Ширина;Высота
137;1;R3;1820.1.081;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Тарельчатая пружина;;;PB0000207529;-;шт.;16;16;0;;; € 104,01 ; € 1 664,21 ; € 65,00 ; € 1 040,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
138;1;R3;1820.1.082;ЗТСР (Х/1820/2021);Малые детали;внутренний корпус, крепёж прокладок под направляющие;Малые детали;Винт;;;PB0000016347;-;шт.;8;;8;;8; € 20,80 ; € 166,42 ; € 13,00 ; € 104,00 ; Отсутствует ; Ожидается ;500;;;;;;;;
139;1;R3;1820.1.083;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000007885;-;шт.;16;16;0;;; € 230,43 ; € 3 686,88 ; € 144,00 ; € 2 304,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
140;1;R3;1820.1.084;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шпилька;;;PB0000007922;-;шт.;16;16;0;;; € 12,80 ; € 204,83 ; € 8,00 ; € 128,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
141;1;R3;1820.1.085;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000007869;-;шт.;18;18;0;;; € 147,22 ; € 2 649,94 ; € 92,00 ; € 1 656,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
142;1;R3;1820.1.086;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000007884;-;шт.;20;20;0;;; € 147,22 ; € 2 944,38 ; € 92,00 ; € 1 840,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
143;1;R3;1820.1.087;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт;;;PB0000007876;-;шт.;24;24;0;24;; € 60,81 ; € 1 459,39 ; € 38,00 ; € 912,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
144;1;R3;1820.1.088;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Уплотнение;;;PB0000007861;MBA__HA004G009;шт.;2;2;0;2;; € 20,80 ; € 41,61 ; € 13,00 ; € 26,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
145;1;R3;1820.1.089;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Проставка;;;PB0000007871;MBA__HA004G002;шт.;4;4;0;4;; € 524,87 ; € 2 099,47 ; € 328,00 ; € 1 312,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
146;1;R3;1820.1.090;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Лапа;;;PB0000007901;MBA__HA004G003;шт.;4;4;0;1;; € 336,04 ; € 1 344,17 ; € 210,00 ; € 840,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
147;1;R3;1820.1.091;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Вставка резьбовая;;;PB0000021265;-;шт.;8;8;0;;; € 11,20 ; € 89,61 ; € 7,00 ; € 56,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
148;1;R3;1820.1.092;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Лента уплотнительная;;;PB0000000779;MBD__HD045G006;м;28;28;0;328;; € 35,20 ; € 968,12 ; € 22,00 ; € 605,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
149;1;R3;1820.1.093;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт конический;;;PB0000000160;MBD__HD045G011;шт.;2;2;0;1;; € 20,80 ; € 41,61 ; € 13,00 ; € 26,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
150;1;R3;1820.1.094;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000000419;MBD__HD045G010;шт.;5;5;0;9;; € 3,20 ; € 16,00 ; € 2,00 ; € 10,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
151;1;R3;1820.1.095;ЗТСР (Х/1820/2021);Малые детали;корпус подшипника компрессора, заглушка;Малые детали;Заглушка резьбовая;;;PB0000000074;MBD__HD044G015;шт.;1;;1;;1; € 43,21 ; € 43,21 ; € 27,00 ; € 27,00 ; Отсутствует ; Ожидается ;500;;;;;;;;
152;1;R3;1820.1.096;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо уплотнительное;;;PB0000000027;MBD__HD044G016;шт.;9;9;0;1;; € 6,40 ; € 57,61 ; € 4,00 ; € 36,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
153;1;R3;1820.1.097;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Пробка резьбовая;;;PB0000000996;MBD__HD050G006;шт.;1;1;0;;; € 80,01 ; € 80,01 ; € 50,00 ; € 50,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
154;1;R3;1820.1.098;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000000361;MBD__HD044G010;шт.;2;2;0;;; € 20,80 ; € 41,61 ; € 13,00 ; € 26,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
155;1;R3;1820.1.099;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шпилька;;;PB0000253507;MBD__HD044G008;шт.;4;4;0;;; € 168,02 ; € 672,09 ; € 105,00 ; € 420,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
156;1;R3;1820.1.100;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт конический;;;PB0000273851;MBD__HD044G009;шт.;2;2;0;;; € 116,82 ; € 233,63 ; € 73,00 ; € 146,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
157;1;R3;1820.1.101;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт конический;;;PB0000000447;MBD__HD050G005;шт.;2;2;0;;; € 16,00 ; € 32,00 ; € 10,00 ; € 20,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
158;1;R3;1820.1.102;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Уплотнение;;;PB0000000919;MBD__HD043G029;м;2;2;0;;; € 24,00 ; € 48,01 ; € 15,00 ; € 30,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
159;1;R3;1820.1.103;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка;;;PB0000000037;MBD__HD044G012;шт.;8;8;0;4;; € 62,41 ; € 499,26 ; € 39,00 ; € 312,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
160;1;R3;1820.1.104;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Уплотнение;;;PB0000001422;MBD__HD043G031;м;5;5;0;;; € 11,20 ; € 56,01 ; € 7,00 ; € 35,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
161;1;R3;1820.1.105;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт с шестигранной головкой;;;PB0000013130;MBD__HD050G003;шт.;6;6;0;;; € 1,60 ; € 9,60 ; € 1,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
162;1;R3;1820.1.106;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт с шестигранной головкой;;;PB0000000380;MBD__HD050G004;шт.;6;6;0;5;; € 3,20 ; € 19,20 ; € 2,00 ; € 12,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
163;1;R3;1820.1.107;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт с шестигранной головкой;;;PB0000013125;MBD__HD045G008;шт.;6;6;0;3;; € 1,60 ; € 9,60 ; € 1,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
164;1;R3;1820.1.108;ЗТСР (Х/1820/2021);Малые детали;шланг гидроподъёма подшипника турбины, комплектующая;Малые детали;Колено;;;PB0000008060;-;шт.;1;;1;;1; € 128,02 ; € 128,02 ; € 80,00 ; € 80,00 ; Отсутствует ; Не будет поставлено ;100;;;;;;;;
165;1;R3;1820.1.109;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Уплотнение;;Кольцо уплотнительное DIN7603 - А27х32 - Cu;PB0000000024;-;шт.;24;24;0;1;; € 4,80 ; € 115,21 ; € 3,00 ; € 72,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
166;1;R3;1820.1.110;ЗТСР (Х/1820/2021);Малые детали;шланг гидроподъёма подшипника турбины, комплектующая;Малые детали;Штуцер;;;PB0000008061;-;шт.;1;;1;;1; € 11,20 ; € 11,20 ; € 7,00 ; € 7,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
167;1;R3;1820.1.111;ЗТСР (Х/1820/2021);Малые детали;шланг гидроподъёма подшипника турбины;Малые детали;Шланг;;;PB0000008045;-;шт.;1;;1;;1; € 148,82 ; € 148,82 ; € 93,00 ; € 93,00 ; Отсутствует ; Не будет поставлено ;1000;;;;;;;;
168;1;R3;1820.1.112;ЗТСР (Х/1820/2021);Малые детали;шланг гидроподъёма подшипника турбины, комплектующая;Малые детали;Штуцер;;;PB0000008019;-;шт.;1;;1;;1; € 212,83 ; € 212,83 ; € 133,00 ; € 133,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
169;1;R3;1820.1.113;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Прокладка s=2;;;PB0000155706;MBD__HD007G017;шт.;1;1;0;;; € 24,00 ; € 24,00 ; € 15,00 ; € 15,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
170;1;R3;1820.1.114;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Прокладка s=3;;;PB0000008170;MBD__HD007G018;шт.;1;1;0;;; € 32,00 ; € 32,00 ; € 20,00 ; € 20,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
171;1;R3;1820.1.115;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Уплотнение плоское;;;PB0000006182;-;шт.;1;1;0;1;; € 84,81 ; € 84,81 ; € 53,00 ; € 53,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
172;1;R3;1820.1.116;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;О-образное кольцо;;;PB0000000469;MBD__HD003G906;шт.;1;1;0;1;; € 8,00 ; € 8,00 ; € 5,00 ; € 5,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
173;1;R3;1820.1.117;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;О-образное кольцо;;;PB0000000472;MBD__HD003G907;шт.;1;1;0;1;; € 8,00 ; € 8,00 ; € 5,00 ; € 5,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
174;1;R3;1820.1.118;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шпилька;;;PB0000000343;MBD__HD004G013;шт.;1;1;0;1;; € 40,01 ; € 40,01 ; € 25,00 ; € 25,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
175;1;R3;1820.1.119;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шпилька;;;PB0000000546;MBD__HD004G015;шт.;1;1;0;1;; € 32,00 ; € 32,00 ; € 20,00 ; € 20,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
176;1;R3;1820.1.120;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт;;;PB0000008008;MBD__HD007G004;шт.;2;2;0;1;; € 32,00 ; € 64,01 ; € 20,00 ; € 40,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
177;1;R3;1820.1.121;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт конический;;;PB0000008006;MBD__HD007G006;шт.;2;2;0;2;; € 76,81 ; € 153,62 ; € 48,00 ; € 96,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
178;1;R3;1820.1.122;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Прокладка;;;PB0000008150;MBD__HD007G009;шт.;2;2;0;;; € 36,80 ; € 73,61 ; € 23,00 ; € 46,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
179;1;R3;1820.1.123;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Прокладка s=2;;;PB0000008166;MBD__HD007G013;шт.;2;2;0;;; € 20,80 ; € 41,61 ; € 13,00 ; € 26,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
180;1;R3;1820.1.124;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Прокладка s=3;;;PB0000008167;MBD__HD007G014;шт.;2;2;0;;; € 20,80 ; € 41,61 ; € 13,00 ; € 26,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
181;1;R3;1820.1.125;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой ;;;PB0000000417;MBD__HD003G013;шт.;2;2;0;1;; € 4,80 ; € 9,60 ; € 3,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
182;1;R3;1820.1.126;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка шестигранная;;;PB0000000698;MBD__HD004G019;шт.;2;2;0;1;; € 52,81 ; € 105,61 ; € 33,00 ; € 66,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
183;1;R3;1820.1.127;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт конический;;;PB0000000065;MBD__HD004G021;шт.;2;2;0;;; € 36,80 ; € 73,61 ; € 23,00 ; € 46,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
184;1;R3;1820.1.128;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шпилька;;;PB0000000344;MBD__HD004G014;шт.;2;2;0;1;; € 148,82 ; € 297,64 ; € 93,00 ; € 186,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
185;1;R3;1820.1.129;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000000705;MBD__HD004G017;шт.;2;2;0;3;; € 4,80 ; € 9,60 ; € 3,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
186;1;R3;1820.1.130;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт;;;PB0000012561;MBD__HD003G008;шт.;4;4;0;9;; € 1,60 ; € 6,40 ; € 1,00 ; € 4,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
187;1;R3;1820.1.131;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт цилиндрический;;;PB0000006081;MBD__HD003G010;шт.;4;4;0;4;; € 16,00 ; € 64,01 ; € 10,00 ; € 40,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
188;1;R3;1820.1.132;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000000346;MBD__HD004G022;шт.;4;4;0;1;; € 14,40 ; € 57,61 ; € 9,00 ; € 36,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
189;1;R3;1820.1.133;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка шестигранная;;;PB0000000006;MBD__HD004G018;шт.;4;4;0;1;; € 1,60 ; € 6,40 ; € 1,00 ; € 4,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
190;1;R3;1820.1.134;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Пластина;;;PB0000007216;MBD__HD003G009;шт.;4;4;0;;; € 273,64 ; € 1 094,54 ; € 171,00 ; € 684,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
191;1;R3;1820.1.135;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Ус уплотнительный D=700мм,H=6,0мм,L=20м;;;PB0000170098;-;шт.;5;5;0;;; € 596,88 ; € 2 984,38 ; € 373,00 ; € 1 865,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
192;1;R3;1820.1.136;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Проволока квадратного сечения 1х1;;;PB0000000778;MBD__HD002G910;м;1 584;1 584;0;;; € 1,60 ; € 2 534,89 ; € 1,00 ; € 1 584,10 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
193;1;R3;1820.1.137;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Ус уплотнительный D=1200мм,H=6,0мм,L=20м;;;PB0000170115;-;шт.;11;11;0;;; € 595,28 ; € 6 548,04 ; € 372,00 ; € 4 092,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
194;1;R3;1820.1.138;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Ус уплотнительный D=650мм,H=4,5мм,L=20м;;;PB0000170043;-;шт.;5;5;0;;; € 596,88 ; € 2 984,38 ; € 373,00 ; € 1 865,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
195;1;R3;1820.1.139;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Ус уплотнительный D=1200мм,H=4,5мм,L=20м;;;PB0000170050;-;шт.;7;7;0;;; € 596,88 ; € 4 178,14 ; € 373,00 ; € 2 611,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
196;1;R3;1820.1.140;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Пробка резьбовая;;;PB0000006097;MBD__HD002G013;шт.;1;1;0;;; € 48,01 ; € 48,01 ; € 30,00 ; € 30,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
197;1;R3;1820.1.141;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000000421;MBD__HD002G003;шт.;2;2;0;3;; € 4,80 ; € 9,60 ; € 3,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
198;1;R3;1820.1.142;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000000422;MBD__HD002G004;шт.;2;2;0;1;; € 4,80 ; € 9,60 ; € 3,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
199;1;R3;1820.1.143;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт конический;;;PB0000000019;MBD__HD002G005;шт.;2;2;0;1;; € 40,01 ; € 80,01 ; € 25,00 ; € 50,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
200;1;R3;1820.1.144;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Пластина;;;PB0000007176;MBD__HD002G006;шт.;2;2;0;;; € 252,83 ; € 505,67 ; € 158,00 ; € 316,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
201;1;R3;1820.1.145;ЗТСР (Х/1820/2021);Малые детали;"""крышка"" вала со стороны турбины, регулирующая пластина";Малые детали;Пластина;;;PB0000006372;MBD__HD002G007;шт.;2;;2;;2; € 107,21 ; € 214,43 ; € 67,00 ; € 134,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
202;1;R3;1820.1.146;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000000410;MBD__HD002G008;шт.;2;2;0;1;; € 4,80 ; € 9,60 ; € 3,00 ; € 6,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
203;1;R3;1820.1.147;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Лента уплотнительная;;;PB0000170068;MBA__HA029G006;шт.;12;12;0;;; € 596,88 ; € 7 162,52 ; € 373,00 ; € 4 476,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
204;1;R3;1820.1.148;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Пластина;;;PB0000005885;-;шт.;2;2;0;;; € 180,82 ; € 361,65 ; € 113,00 ; € 226,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
205;1;R3;1820.1.149;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000000043;MBA__HA079G008;шт.;46;46;0;27;; € 1,60 ; € 73,61 ; € 1,00 ; € 46,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
206;1;R3;1820.1.150;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо уплотнительное;;;PB0000000004;MBA__HA079G009;шт.;1;1;0;1;; € 8,00 ; € 8,00 ; € 5,00 ; € 5,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
207;1;R3;1820.1.151;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт цилиндрический;;;PB0000001036;MBA__HA079G015;шт.;1;1;0;1;; € 32,00 ; € 32,00 ; € 20,00 ; € 20,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
208;1;R3;1820.1.152;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт с шестигранной головкой;;;PB0000001792;MBA__HA030G004;шт.;1;1;0;3;; € 56,01 ; € 56,01 ; € 35,00 ; € 35,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
209;1;R3;1820.1.153;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка шестигранная;;;PB0000000699;MBA__HA030G006;шт.;3;3;0;4;; € 19,20 ; € 57,61 ; € 12,00 ; € 36,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
210;1;R3;1820.1.154;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт;;;PB0000000033;MBA__HA030G007;шт.;2;2;0;1;; € 56,01 ; € 112,01 ; € 35,00 ; € 70,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
211;1;R3;1820.1.155;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с цилиндрической головкой;;;PB0000001364;MBA__HA029G004;шт.;8;8;0;2;; € 33,60 ; € 268,83 ; € 21,00 ; € 168,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
